graph_idx,ev_1,ev_2,ev_3,ev_4,ev_5,ev_6,ev_7,ev_8,ev_9,ev_10,ev_11,ev_12,ev_13,ev_14,ev_15,ev_16,ev_17,ev_18,ev_19,ev_20,ev_21,ev_22,ev_23,ev_24,ev_25,ev_26,ev_27,ev_28,ev_29,ev_30,ev_31,ev_32,ev_33,ev_34,ev_35,ev_36,ev_37,ev_38,ev_39,ev_40,ev_41,ev_42
235,20.37361687,5.48459908,5.00755603,4.66390248,4.34594980,3.91403234,3.39648003,3.39037841,3.29131191,2.90253628,2.26096095,2.10358657,1.82443204,1.38624915,0.93861107,0.70646428,0.51298530,0.35940397,0.09776570,-0.03708461,-0.10476868,-0.10728186,-0.62660309,-1.06094610,-1.24589026,-1.51162223,-2.02634031,-2.15825618,-2.64528100,-3.09984553,-3.18015893,-3.25317479,-3.43935433,-3.68759215,-3.96876616,-4.07159968,-4.36060715,-4.73622568,-4.99248383,-5.04661410,-5.24512209,-6.35520354
236,20.42673530,5.48055084,5.00796305,4.55669730,4.38889851,3.78236017,3.40795505,3.38313553,3.36593293,2.90097632,2.26926908,2.10352976,1.92106054,1.26766011,1.02369549,0.60450783,0.47879697,0.36087255,0.15104219,-0.03801092,-0.05747483,-0.19859534,-0.63286867,-0.83574725,-1.21223138,-1.51502414,-2.02605118,-2.16187504,-2.60743913,-3.15868538,-3.16556882,-3.29346241,-3.44081144,-3.65650125,-3.92478588,-4.10986953,-4.47890873,-4.67647025,-4.95825953,-5.07429004,-5.20977863,-6.44892972
237,20.37365903,5.48597197,5.00553159,4.69694730,4.36821474,3.78574425,3.46373309,3.39957040,3.29331617,2.91884677,2.23547953,2.14064547,1.91967536,1.29668509,0.84826484,0.67241142,0.47913114,0.35908620,0.13409507,-0.02307825,-0.05754587,-0.17711975,-0.63156840,-1.00963850,-1.22601292,-1.43464240,-2.08479169,-2.16177103,-2.63347189,-3.06714112,-3.17146591,-3.28373600,-3.41961168,-3.67939765,-4.06203386,-4.08908468,-4.30081975,-4.68155415,-4.99464561,-5.06757427,-5.24150081,-6.37880323
238,20.36851680,5.43464117,5.04879195,4.78539131,4.37223689,3.90378538,3.39567787,3.30651847,3.28739753,2.89286291,2.25464763,2.23450105,1.86278849,1.35356489,0.75268651,0.67348556,0.44076171,0.36693306,0.09523884,-0.02841789,-0.09205388,-0.10982698,-0.67844187,-0.99719102,-1.33389696,-1.48574848,-1.96893260,-2.19668459,-2.55445284,-2.97942028,-3.13379515,-3.26517551,-3.41490981,-3.63898135,-4.09815798,-4.10912638,-4.33757812,-4.69335156,-4.99488245,-5.11268653,-5.28144670,-6.32526912
239,20.42162667,5.43106802,5.05035161,4.62592690,4.39323076,3.90326803,3.45204384,3.30087149,3.26062972,2.86767163,2.38947870,2.10196980,1.86533363,1.34361740,0.95877514,0.57869468,0.43587449,0.37210865,0.09941424,-0.05244019,-0.10603911,-0.11192928,-0.68511875,-0.95559630,-1.21137099,-1.55498176,-1.89180851,-2.19731114,-2.54778563,-3.10081372,-3.11747050,-3.26610161,-3.43939682,-3.61750642,-3.94922464,-4.16033410,-4.45316076,-4.69327829,-4.97028781,-5.11319929,-5.24286653,-6.41393326
240,20.42191806,5.43055178,5.04879259,4.67268275,4.41854005,3.78047798,3.41060068,3.35812769,3.30259766,2.89044072,2.27127052,2.23417616,1.93690743,1.21874125,0.85043792,0.63019020,0.37655052,0.35662464,0.14019754,-0.03087436,-0.05753820,-0.17773363,-0.68084744,-0.86993156,-1.19446486,-1.49382521,-1.96843485,-2.20092695,-2.52372389,-3.06714209,-3.11643180,-3.30101910,-3.42144954,-3.58897465,-4.05913776,-4.10977991,-4.48461741,-4.65286810,-4.96108789,-5.12040674,-5.24074942,-6.42786073
241,20.47473565,5.42549536,5.05035823,4.51312524,4.43890348,3.77935944,3.45215044,3.38671348,3.25207680,2.86691964,2.40049681,2.10192320,1.94555088,1.19311711,1.03024298,0.55905203,0.37761817,0.34089687,0.15860994,-0.05297199,-0.05746830,-0.19898758,-0.68894950,-0.75257856,-1.13734228,-1.55817597,-1.88923162,-2.20116953,-2.51207151,-3.09805515,-3.16568259,-3.31567061,-3.44085842,-3.57496360,-3.91278955,-4.17014343,-4.61481195,-4.65026212,-4.92293243,-5.12302777,-5.20768495,-6.50151636
242,20.32038833,5.48128512,5.12596476,4.80364153,4.39274449,3.59547683,3.46530176,3.35589410,3.25862890,2.84839257,2.19947871,2.18807650,2.12671667,1.10568514,0.91119146,0.60709760,0.60483008,0.35129707,0.27392964,0.06637611,-0.01736551,-0.36055616,-0.64603476,-1.08653475,-1.17430080,-1.42700972,-2.08624272,-2.35817222,-2.65582430,-2.97967811,-3.03912989,-3.30015180,-3.67396060,-3.67634308,-4.08906767,-4.09453406,-4.19609528,-4.56917600,-4.99652224,-5.12409262,-5.25980296,-6.27180217
243,20.37375665,5.47675626,5.12912928,4.66089246,4.40928762,3.59521773,3.40589704,3.39036237,3.29351568,2.81837253,2.26974917,2.18905239,2.06337316,1.07210634,1.04078863,0.66448362,0.55038412,0.33898442,0.28536139,0.06935839,-0.04176430,-0.36260195,-0.64679907,-0.97813098,-1.10458657,-1.51327298,-2.02558098,-2.35946626,-2.63282560,-3.02419623,-3.10268123,-3.30883550,-3.65389549,-3.68808048,-3.94893017,-4.09798754,-4.36216046,-4.56898258,-4.97623089,-5.12568985,-5.21702037,-6.35710976
244,20.36866851,5.42827748,5.15291965,4.78105599,4.46008907,3.59148448,3.40312015,3.30623068,3.28953288,2.81307519,2.28818416,2.18756640,2.18752695,0.93236572,0.91138848,0.63434153,0.60458727,0.28580850,0.27782350,0.06913263,-0.02892212,-0.36277901,-0.69816717,-0.98583725,-1.12754069,-1.49222952,-1.96852141,-2.38346913,-2.54559986,-2.97968837,-3.01149923,-3.30985469,-3.55048701,-3.68787180,-4.08716177,-4.11546891,-4.35787328,-4.52404509,-4.98227173,-5.18550797,-5.25980292,-6.32858028
245,20.42177645,5.42440405,5.15536137,4.62148868,4.47600513,3.59107993,3.46460968,3.30197080,3.26061968,2.77762578,2.39322540,2.22309906,2.06230638,1.04364882,0.89895546,0.69318622,0.54889055,0.29011096,0.26271154,0.07213537,-0.06567650,-0.36396942,-0.70560840,-0.94520825,-1.00769141,-1.56086518,-1.88401450,-2.38531828,-2.53591000,-2.99021181,-3.10332726,-3.32226043,-3.54119007,-3.69748067,-3.92826161,-4.17768747,-4.46253674,-4.52396621,-4.96179024,-5.18639874,-5.21688517,-6.41695297
246,20.36847324,5.48710952,5.08426726,4.74142027,4.32639141,3.81533073,3.46409714,3.40987859,3.27535903,2.80783846,2.17187854,2.14285391,1.85428085,1.28241502,0.76818043,0.75981743,0.51691327,0.44923689,0.14282130,0.07946815,-0.02672602,-0.10944760,-0.62655148,-1.03209361,-1.32632393,-1.42804316,-2.08637969,-2.26239539,-2.65398763,-3.05579969,-3.11764284,-3.26752210,-3.53300296,-3.71971312,-4.07543339,-4.09179904,-4.26240134,-4.66645811,-4.91647534,-5.05417599,-5.28197476,-6.35368426
247,20.42159559,5.48348939,5.08624881,4.59793635,4.34732215,3.81480431,3.42940890,3.38562952,3.33605460,2.78636024,2.27479680,2.03366009,1.85547505,1.27648222,0.94788423,0.68785916,0.50997056,0.46687802,0.14346308,0.08771606,-0.05679053,-0.11426812,-0.62694925,-0.98608497,-1.19832866,-1.51190650,-2.02615133,-2.26906991,-2.63683831,-3.10523865,-3.13930475,-3.26764059,-3.56103139,-3.68573814,-3.96520629,-4.08420896,-4.46434963,-4.66083615,-4.88731932,-5.05430998,-5.24510147,-6.42636223
248,20.47446979,5.47930348,5.08665053,4.46128978,4.38969578,3.71217206,3.46988776,3.37968756,3.37449823,2.78358744,2.27875168,2.03072983,1.96547089,1.18030779,1.02756597,0.58531113,0.48886273,0.45887838,0.21059968,0.09077659,-0.05947444,-0.21703244,-0.63411079,-0.78454872,-1.12429232,-1.51513052,-2.02587656,-2.28192042,-2.60044651,-3.08398681,-3.20594507,-3.29703057,-3.56940335,-3.65614697,-3.91883130,-4.11183052,-4.57626440,-4.63533560,-4.81896349,-5.07946239,-5.20880134,-6.52366254
249,20.42163739,5.48406899,5.08460331,4.60598502,4.36942509,3.71276322,3.46745807,3.46296623,3.29617827,2.80307472,2.17143698,2.14778080,1.96531154,1.20052390,0.85398685,0.65566070,0.48586614,0.45927692,0.20361040,0.08012071,-0.03574633,-0.20451510,-0.63305233,-0.92772891,-1.16951661,-1.43620482,-2.08434433,-2.27745731,-2.62569618,-3.09758650,-3.13705540,-3.28826220,-3.54441817,-3.67902161,-4.04710272,-4.08919822,-4.36917480,-4.63545198,-4.86802921,-5.07612170,-5.24150053,-6.46455031
250,20.41655463,5.43414153,5.12320808,4.72247922,4.37683864,3.80366717,3.43006651,3.33113048,3.30506203,2.77488214,2.25777533,2.17162461,1.90410961,1.21135385,0.77177171,0.67329970,0.45032305,0.43909832,0.15492587,0.08724383,-0.03682380,-0.10971496,-0.68065359,-0.88497376,-1.32523722,-1.48591276,-1.96671895,-2.29109605,-2.54690998,-3.05639045,-3.08246022,-3.27700609,-3.53301922,-3.62428041,-4.08880574,-4.10974681,-4.42122779,-4.59632850,-4.90761570,-5.13564924,-5.28061727,-6.39836782
251,20.46941978,5.43085482,5.12456577,4.56448717,4.39700006,3.79963842,3.46936074,3.36174504,3.25504994,2.74908496,2.39448152,2.03311032,1.90586506,1.20882542,0.96667430,0.57800266,0.46851277,0.43361808,0.15631994,0.09448529,-0.07404606,-0.11805606,-0.68661368,-0.86065942,-1.18735347,-1.55522747,-1.88943667,-2.29875794,-2.54056160,-3.06549818,-3.14235762,-3.27792091,-3.56232595,-3.60485514,-3.94812446,-4.16085865,-4.56541349,-4.58816375,-4.88093363,-5.13600391,-5.24284396,-6.47509005
252,20.46970857,5.42989165,5.12322101,4.58442628,4.42222329,3.70647267,3.47210915,3.36765486,3.30158765,2.77090933,2.27173668,2.17119812,1.99048134,1.08686075,0.85608377,0.62825750,0.49186595,0.34952523,0.20564968,0.09220295,-0.04220560,-0.20511638,-0.68421633,-0.76034453,-1.16136304,-1.49382691,-1.96616461,-2.30643856,-2.51735846,-3.06327010,-3.13788741,-3.30330773,-3.54493216,-3.57957902,-4.04632582,-4.11116911,-4.55403853,-4.57968822,-4.84813531,-5.14208488,-5.24070815,-6.50390558
253,20.52228531,5.42520915,5.12459157,4.44188416,4.42103745,3.70637884,3.48312544,3.42692681,3.24738040,2.74704708,2.40276799,2.03025782,1.99812816,1.07161376,1.03391367,0.55782483,0.49455187,0.33220763,0.21157650,0.10537051,-0.07405223,-0.21711941,-0.66999811,-0.69156034,-1.07667787,-1.55866517,-1.88697303,-2.31165776,-2.50607155,-3.04428920,-3.20695323,-3.31781588,-3.56666547,-3.56955290,-3.90963296,-4.17036298,-4.57739138,-4.71213658,-4.80021940,-5.14213951,-5.20720303,-6.56694096
254,20.37130167,5.52874033,5.42233288,4.53085760,4.45642024,3.69222179,3.62753095,3.20999282,2.98164844,2.86869785,2.70075636,2.06994498,1.96636580,1.00066878,0.83707661,0.53159925,0.36116238,0.34024666,0.05394238,-0.04886061,-0.10466711,-0.16099811,-0.47138836,-0.68800519,-1.34784038,-1.49266761,-2.09665657,-2.29548447,-2.49477192,-3.10437391,-3.21742529,-3.31837330,-3.50648836,-3.68522476,-3.98879254,-4.14077761,-4.27778917,-4.63982029,-4.85992504,-5.09270191,-5.29171172,-6.22676355
255,20.33085761,5.54119664,5.48262579,4.47606702,4.28518839,3.84601160,3.55931252,3.25073689,3.07800973,2.92538443,2.60391416,2.07177227,1.82504484,1.09614657,0.90037826,0.54235748,0.43185435,0.19731033,0.04658782,-0.01753613,-0.11445873,-0.13452605,-0.60921343,-0.69046515,-1.29550730,-1.51290012,-2.10440928,-2.18819033,-2.64841520,-3.07274726,-3.23519053,-3.28902548,-3.41582057,-3.55757711,-3.99279826,-4.08666628,-4.31625663,-4.61935544,-5.00426109,-5.04572711,-5.18966953,-6.35003972
256,20.43158322,5.52348668,5.35215978,4.47754624,4.28611160,3.84138644,3.71039179,3.25454956,3.24519237,2.89982072,2.42171807,2.08907721,1.66907825,1.03014671,0.84378246,0.49201399,0.40110795,0.24982186,0.09386935,-0.01553474,-0.07084594,-0.14493072,-0.51835675,-0.69688623,-1.24779452,-1.50123232,-1.82293244,-2.23862273,-2.78787882,-3.12121440,-3.16450770,-3.28720741,-3.31881478,-3.48407868,-4.01621456,-4.08267551,-4.50830618,-4.65571757,-4.88902937,-5.08704128,-5.20604869,-6.44697293
257,20.38105343,5.52410897,5.40770327,4.47438399,4.36442919,3.84023292,3.65267094,3.25508297,3.17908156,2.88301047,2.53631051,2.14428756,1.67266894,1.04272749,0.83341700,0.48581851,0.28241671,0.23594406,0.10053460,-0.00544786,-0.07866408,-0.14105509,-0.66238816,-0.70013610,-1.27581114,-1.48179728,-1.76218008,-2.22888177,-2.75517687,-3.02359660,-3.18317922,-3.28778112,-3.35322416,-3.49503072,-4.02933257,-4.17212048,-4.40687065,-4.64134104,-4.91170340,-5.09931418,-5.21679033,-6.38406019
258,20.38074060,5.63459813,5.11013985,4.56924757,4.37829881,3.74411174,3.39125658,3.38304881,3.23370957,2.83918337,2.25093016,2.07987162,1.96169327,1.12377285,0.87340253,0.61085655,0.55485366,0.38708074,0.25649151,-0.02337420,-0.05473897,-0.12685680,-0.63683581,-0.90290894,-1.13966434,-1.43096716,-2.03736594,-2.22004814,-2.61865260,-3.15446403,-3.22383514,-3.30087333,-3.55958009,-3.67164771,-3.97967429,-4.02583396,-4.44876295,-4.65739967,-4.88301936,-4.99365736,-5.23808354,-6.43504359
259,20.32720050,5.63794798,5.11030298,4.70713119,4.36573718,3.74411173,3.46816628,3.31470662,3.22131058,2.86024103,2.19928948,2.12476532,1.98171652,1.14772541,0.71414309,0.64755740,0.53435046,0.38508791,0.25081153,-0.02335276,-0.03035237,-0.12748369,-0.63679927,-1.06567074,-1.14967482,-1.35303862,-2.09012540,-2.21377060,-2.64236131,-3.06301973,-3.21685115,-3.29598882,-3.55022834,-3.69147740,-4.00351188,-4.12373876,-4.26908321,-4.64638282,-4.91015985,-4.99810676,-5.27778934,-6.36333555
260,20.38427303,5.53157854,5.38329632,4.45084322,4.26027058,3.85231120,3.64215249,3.35005368,3.25366709,2.91366484,2.33100861,2.08042016,1.67071374,1.12001490,0.85068356,0.51273059,0.48319565,0.24839505,0.09108864,-0.00845300,-0.07741946,-0.12130220,-0.64948329,-0.70690457,-1.21645872,-1.47406177,-1.87996311,-2.19668503,-2.84563093,-3.10116757,-3.16932225,-3.29180826,-3.44897289,-3.46307372,-3.98736455,-4.03534057,-4.49552583,-4.66138259,-4.90535794,-5.05811115,-5.19085185,-6.42572064
261,20.37598531,5.52570063,5.38598339,4.56017303,4.42709244,3.66347777,3.64666139,3.25501712,3.17203704,2.80196926,2.55213368,2.11971055,1.91005097,1.07351028,0.83530483,0.47454542,0.35674436,0.21100705,0.17393001,0.02965201,-0.07422876,-0.20860694,-0.65878129,-0.76371196,-1.32714571,-1.49814753,-1.75925099,-2.25596714,-2.79478321,-3.05772463,-3.17141918,-3.33348516,-3.36127403,-3.58365011,-4.03925806,-4.14207758,-4.39553184,-4.64082472,-4.82804914,-5.11962434,-5.22499750,-6.31214671
262,20.37883785,5.53273833,5.36238163,4.50622883,4.39682986,3.67951975,3.64228840,3.35731282,3.29051735,2.77519806,2.32384819,2.10572567,1.85379861,1.02610616,0.84516172,0.51207683,0.48976747,0.25518579,0.11050702,0.07509828,-0.03953105,-0.10742848,-0.68253087,-0.75546355,-1.27397247,-1.44308047,-1.86163128,-2.23887816,-2.79541096,-3.13655538,-3.22112499,-3.32171078,-3.43751077,-3.58596240,-3.98351553,-4.05046105,-4.45868982,-4.65841695,-4.78270839,-5.05906009,-5.26553331,-6.35995187
263,20.33022181,5.53935474,5.42372119,4.55635721,4.41178695,3.67461820,3.57435837,3.32407742,3.23805746,2.78032726,2.41918633,2.17101670,1.84631473,1.01816429,0.83515209,0.49209270,0.34559393,0.25653496,0.11138403,0.07327041,-0.02563609,-0.07567432,-0.68070027,-0.85416666,-1.31625095,-1.42779140,-1.80295105,-2.23376010,-2.74532815,-3.01886406,-3.22014528,-3.32210958,-3.48794129,-3.58725650,-4.02556810,-4.06713379,-4.36266311,-4.64266075,-4.87840182,-5.07478542,-5.27668615,-6.29511590
264,20.42632131,5.52447732,5.33604677,4.49681226,4.45450202,3.71393457,3.66639440,3.30407357,3.23698883,2.76113310,2.41337311,2.11111486,1.85867705,0.88954770,0.84546734,0.50340548,0.40251910,0.25502929,0.11116788,0.08325628,-0.03093418,-0.13717105,-0.58334570,-0.69051110,-1.27918777,-1.48188386,-1.81353756,-2.27546218,-2.71375835,-3.12874165,-3.22404885,-3.28897171,-3.38361342,-3.59764054,-4.04692610,-4.09612562,-4.50188365,-4.65394814,-4.72596341,-5.08499704,-5.27168258,-6.38390780
265,20.37920272,5.53397100,5.36397112,4.56009055,4.29899733,3.67293697,3.64115741,3.34327257,3.25421628,2.82693664,2.34113543,2.06543523,1.89222819,1.09349856,0.95262157,0.56769893,0.40683152,0.28277229,0.19967845,-0.01487145,-0.04693984,-0.18986474,-0.65560874,-0.79008122,-1.28747144,-1.47775290,-1.88154014,-2.22194281,-2.85834085,-3.14574810,-3.15833145,-3.34158614,-3.45208528,-3.55592896,-3.92624136,-4.08043369,-4.47453549,-4.67773705,-4.80368263,-5.06883996,-5.21148113,-6.35560739
266,20.32857391,5.53898747,5.36406974,4.65024581,4.36632505,3.64612955,3.60246683,3.34510166,3.26369801,2.78823399,2.33887466,2.07708313,1.95624946,1.02721778,0.91139902,0.53297049,0.38380311,0.24925370,0.18395914,0.00739974,-0.03596312,-0.11937281,-0.67451809,-0.82394255,-1.34695299,-1.42119526,-1.87324155,-2.23656365,-2.81551895,-3.13824365,-3.16248161,-3.33792175,-3.44075314,-3.59539280,-3.94412113,-4.07832428,-4.42625505,-4.66903260,-4.83328932,-5.06077666,-5.25797841,-6.27020287
267,20.27984701,5.54871316,5.42757668,4.67793172,4.39545359,3.60581918,3.56877457,3.29006982,3.23446388,2.78279742,2.43561978,2.15483281,1.95101915,1.03592135,0.87548535,0.38748526,0.35528971,0.24550915,0.17743112,0.03543102,-0.03328276,-0.09489332,-0.67751849,-0.87831809,-1.39577311,-1.40922781,-1.81296936,-2.23230806,-2.77035869,-3.01539979,-3.17536089,-3.33698949,-3.48215941,-3.59243986,-4.00582646,-4.07816888,-4.36940078,-4.65088766,-4.92028813,-5.07141284,-5.26567383,-6.19681402
268,20.33071202,5.54158150,5.42680523,4.56531797,4.35448925,3.66775341,3.57425570,3.27142598,3.23949402,2.81765873,2.44529254,2.12803546,1.91227404,1.10694839,0.89550476,0.48285502,0.37652531,0.22830240,0.20218653,0.02973709,-0.04940129,-0.17565694,-0.67252949,-0.85483586,-1.33059339,-1.46182655,-1.81648798,-2.21535618,-2.84016289,-3.02894257,-3.16896696,-3.34433057,-3.46558861,-3.56683477,-4.00558805,-4.07676443,-4.37839796,-4.65202056,-4.90741920,-5.07425275,-5.21614935,-6.29504898
269,20.43168977,5.56608640,5.32684277,4.47499102,4.31085728,3.75752161,3.52652712,3.26300821,3.23224815,2.83778781,2.41008390,2.16860265,1.79019756,1.05562994,0.85930388,0.56228651,0.42820433,0.31965494,0.17357345,0.06259144,-0.01398861,-0.16805866,-0.64389547,-0.72149804,-1.30567605,-1.47252941,-1.80504829,-2.24110761,-2.79968080,-3.15623204,-3.23024316,-3.34791686,-3.37552253,-3.49494484,-3.93010163,-4.01992379,-4.60040541,-4.66871875,-4.77425481,-5.05812501,-5.24651276,-6.48330422
270,20.37892218,5.56609176,5.32924544,4.56140943,4.35276087,3.66605508,3.52981869,3.25523187,3.23215429,2.85513323,2.43343337,2.15997562,1.89689879,1.08753943,0.91031885,0.50095265,0.44088697,0.31609800,0.19564989,0.05674001,-0.07205759,-0.21323213,-0.65143078,-0.87439100,-1.31084724,-1.46548749,-1.81707225,-2.23337675,-2.83943646,-3.07035881,-3.22992286,-3.32121394,-3.39262404,-3.55544953,-3.95886210,-3.99921392,-4.54852828,-4.64719143,-4.82827831,-5.08791808,-5.23036167,-6.37806177
271,20.32841159,5.56733260,5.32936552,4.63297883,4.43894684,3.60404399,3.52952013,3.26410384,3.23209783,2.81577056,2.42924547,2.17839570,1.95453372,1.00231718,0.88753308,0.50220247,0.42219299,0.27250482,0.17362583,0.05540864,-0.02857450,-0.15920906,-0.66565889,-0.93980687,-1.32521124,-1.43477355,-1.82032347,-2.25374204,-2.76655572,-3.07905329,-3.23090796,-3.34091296,-3.36829778,-3.57833459,-3.94261736,-4.04277525,-4.49907788,-4.65537743,-4.86215024,-5.06039135,-5.27069842,-6.29608177
272,20.32900248,5.51098482,5.45906635,4.56597541,4.31133168,3.84935941,3.42930783,3.26018964,3.01340845,2.90443286,2.68818483,2.15942865,1.82221454,1.14511058,0.89733482,0.60021434,0.37460098,0.17938553,0.03087453,-0.03900610,-0.14366352,-0.16846867,-0.60646555,-0.67061602,-1.38560717,-1.45846155,-2.07581573,-2.20529314,-2.57221710,-3.12214072,-3.15749921,-3.28877782,-3.42005983,-3.54619743,-3.92991244,-4.09430743,-4.43952403,-4.63835440,-4.95256661,-5.04202004,-5.20467939,-6.36875385
273,20.33334022,5.56703438,5.39832321,4.49141200,4.35501002,3.85132146,3.45718306,3.25422359,3.17853630,2.90847196,2.51972318,2.26254734,1.67225029,1.13270130,0.81947419,0.51864356,0.30199031,0.22266796,0.11878885,0.02378100,-0.07987783,-0.14288303,-0.67920789,-0.82122857,-1.31896661,-1.44041207,-1.75999616,-2.18141192,-2.76133570,-3.02541181,-3.17347430,-3.28670059,-3.39861231,-3.48085730,-3.96103363,-4.14891917,-4.44882929,-4.68612292,-4.92723438,-5.05147277,-5.23035299,-6.38308292
274,20.38409525,5.57570111,5.35314300,4.44832762,4.29145201,3.77560629,3.47880068,3.31691424,3.26090542,2.84753019,2.32320603,2.13166129,1.79118304,1.14859306,0.87299539,0.56552645,0.53500735,0.32316361,0.17501211,0.04569340,-0.01710332,-0.12992072,-0.66851318,-0.82394727,-1.29120541,-1.44487350,-1.86804568,-2.20457136,-2.88570519,-3.14697385,-3.19634161,-3.35383067,-3.46698802,-3.51705551,-3.89067167,-3.95709302,-4.57619318,-4.69097681,-4.79141105,-5.02086447,-5.23821970,-6.46401232
275,20.33537155,5.57909341,5.41417594,4.44519288,4.36599440,3.76725644,3.38967762,3.28168312,3.23382803,2.84283554,2.38791290,2.24955242,1.79223056,1.14347577,0.84544863,0.57537417,0.40459137,0.26757215,0.17042360,0.06718739,-0.01363460,-0.10258959,-0.67232473,-0.93797490,-1.30160805,-1.43229043,-1.80725391,-2.19237704,-2.83949693,-3.10525442,-3.16455734,-3.35142934,-3.46727704,-3.54066746,-3.90355895,-4.01517888,-4.44101518,-4.68767145,-4.89381505,-5.03170652,-5.24395649,-6.41323958
276,20.33120629,5.57679767,5.35754976,4.55679819,4.30711676,3.68558875,3.47884682,3.31627405,3.25405004,2.86282700,2.34109683,2.13148419,1.89532104,1.15351430,0.96233134,0.55051915,0.47046218,0.32909433,0.20088127,0.04122072,-0.05774901,-0.19606556,-0.66389511,-0.97570717,-1.30779151,-1.42715763,-1.87934979,-2.19639952,-2.91909001,-3.07046530,-3.18316229,-3.34006680,-3.47341003,-3.57758861,-3.89076869,-3.97842093,-4.50831469,-4.68983450,-4.85040911,-5.04502201,-5.21856291,-6.35374952
277,20.28235724,5.58128120,5.42142564,4.55956417,4.36971647,3.67450783,3.39026067,3.27030889,3.23946847,2.84978055,2.41225915,2.23640787,1.91366615,1.15962372,0.92045984,0.47989337,0.40695830,0.26715443,0.20343101,0.07704688,-0.05663966,-0.17634560,-0.67043409,-1.05173652,-1.33567436,-1.41125377,-1.81626422,-2.18415525,-2.87784840,-3.06662845,-3.12236164,-3.34327152,-3.47200910,-3.58201701,-3.93236226,-4.02072975,-4.40390577,-4.68815505,-4.94244701,-5.04438344,-5.22278271,-6.29416623
278,20.23125364,5.58607429,5.42355510,4.66327063,4.41811548,3.60362513,3.39880184,3.28276846,3.23372494,2.81406100,2.40156908,2.26585252,1.95154444,1.10026685,0.87921868,0.51738159,0.30862461,0.27299263,0.17431181,0.07282634,-0.03230246,-0.10109601,-0.67174452,-1.10245744,-1.35581772,-1.40941769,-1.81205773,-2.20371566,-2.78598854,-3.07330346,-3.12825717,-3.34182130,-3.52343383,-3.56237079,-3.92053960,-4.01606949,-4.40370775,-4.68895680,-4.97078165,-5.03387376,-5.26814315,-6.19398258
279,20.28753073,5.58006651,5.45040509,4.45352665,4.32109110,3.85969684,3.38643667,3.27478840,3.23956492,2.92517903,2.39498983,2.26787646,1.67377564,1.18845461,0.81914389,0.54747330,0.33714050,0.26901359,0.11172548,0.01712058,-0.04959350,-0.11219455,-0.67219920,-0.92172859,-1.28636180,-1.41968252,-1.81889610,-2.13320901,-2.81837330,-3.03072301,-3.13398074,-3.29043046,-3.44732316,-3.54560555,-3.90756320,-4.10959555,-4.41863685,-4.68959579,-4.98589425,-5.03418559,-5.21147956,-6.36774754
280,20.33645630,5.57573765,5.38064561,4.45422619,4.25719873,3.86729755,3.48025184,3.31859631,3.25327364,2.93866048,2.34077073,2.13943019,1.67074440,1.20348555,0.83039515,0.57454752,0.47766106,0.28698107,0.10227557,0.01059079,-0.06866140,-0.12216415,-0.66813802,-0.81197934,-1.28581129,-1.43323033,-1.87502808,-2.15851040,-2.89573678,-3.01961801,-3.18171960,-3.29162132,-3.44484625,-3.52533012,-3.89084936,-4.02733434,-4.54246093,-4.69366650,-4.91865388,-5.01670154,-5.20357966,-6.42358502
281,20.28034331,5.57995284,5.35802539,4.63936884,4.38085424,3.62053900,3.48081822,3.31610059,3.26177058,2.82463938,2.34986516,2.13390384,1.95456359,1.10428988,0.90440653,0.54172117,0.48624549,0.27178678,0.17448927,0.04333118,-0.03387050,-0.12334777,-0.66909964,-1.06096289,-1.34278561,-1.38368467,-1.86919752,-2.21505761,-2.86595383,-3.07866285,-3.18217840,-3.34186603,-3.50679113,-3.56138150,-3.89436348,-3.97709107,-4.45691378,-4.69022020,-4.89716470,-5.02886609,-5.26110606,-6.26644997
282,20.33094538,5.57689671,5.35314400,4.49758694,4.40846848,3.69373244,3.49046157,3.31756971,3.28921183,2.81144893,2.33398386,2.15317951,1.85622788,1.11158697,0.82381061,0.60496627,0.50059826,0.27087650,0.12004648,0.07480169,-0.00914822,-0.10653526,-0.67233718,-0.94915489,-1.30241189,-1.39260027,-1.85768723,-2.22119796,-2.83013492,-3.15478208,-3.19282363,-3.35061893,-3.48961212,-3.53439520,-3.88183516,-4.01732094,-4.48937839,-4.69175701,-4.82272842,-5.01482789,-5.28131412,-6.35694232
283,20.28197103,5.58110120,5.41495585,4.54524892,4.43043219,3.68394661,3.40331181,3.30556377,3.23757409,2.80984266,2.37943388,2.28307174,1.84861003,1.09493398,0.82025419,0.60215215,0.31336266,0.27356010,0.12972063,0.07314646,0.00900727,-0.08516759,-0.67275890,-1.04810696,-1.32777129,-1.37807428,-1.80200672,-2.20953289,-2.75359730,-3.10369532,-3.16767674,-3.34370359,-3.50215754,-3.56162417,-3.89922637,-4.06192874,-4.39480382,-4.68691587,-4.90835690,-5.03084520,-5.29031929,-6.29293173
