graph_idx,ev_1,ev_2,ev_3,ev_4,ev_5,ev_6,ev_7,ev_8,ev_9,ev_10,ev_11,ev_12,ev_13,ev_14,ev_15,ev_16,ev_17,ev_18,ev_19,ev_20,ev_21,ev_22,ev_23,ev_24,ev_25,ev_26,ev_27,ev_28,ev_29,ev_30,ev_31,ev_32,ev_33,ev_34,ev_35,ev_36,ev_37,ev_38,ev_39,ev_40,ev_41,ev_42
137,20.36192413,5.29191041,5.21913401,4.90928289,4.39504164,3.50243028,3.45500625,3.35523976,3.20203005,2.82072531,2.44095361,2.20885109,2.05476841,1.17261130,0.90067254,0.79561811,0.46710608,0.28906598,0.14253958,-0.01306968,-0.08117459,-0.33551688,-0.66496909,-0.75161525,-1.25753497,-1.47560127,-1.87704909,-2.42338422,-2.65521619,-2.89293918,-3.15798697,-3.36849302,-3.57010150,-3.75188841,-4.05144391,-4.20978975,-4.27679104,-4.60645140,-4.77605051,-5.23549198,-5.31780342,-6.23454909
138,20.40957558,5.26603975,5.22092828,4.87619279,4.47300135,3.53971274,3.50043151,3.32401840,3.08355668,2.82158569,2.54598767,2.21294017,2.05302300,1.05194960,0.84793468,0.77262467,0.45750195,0.28678628,0.11592614,-0.02748093,-0.09239491,-0.33689545,-0.59983847,-0.69655562,-1.22545807,-1.51797900,-1.81573521,-2.46582453,-2.61593009,-2.88987052,-3.15829722,-3.29263742,-3.50050160,-3.77061031,-4.05479474,-4.27460557,-4.37387165,-4.61238827,-4.67900481,-5.23332563,-5.34309550,-6.28262140
139,20.45993229,5.28748369,5.20462684,4.67693018,4.37849950,3.63805466,3.56311477,3.37646363,3.24624378,2.78938082,2.32269987,2.09827382,2.01044680,1.17692128,1.02870904,0.70075614,0.49397399,0.31649534,0.24217490,0.03071989,-0.07273747,-0.26691186,-0.66383434,-0.80398044,-1.07819449,-1.56378537,-1.91208002,-2.40819398,-2.67013721,-2.93034449,-3.25700103,-3.37700123,-3.51010290,-3.74807344,-4.02455535,-4.17993734,-4.35822107,-4.58366539,-4.73252057,-5.20292453,-5.30594612,-6.39175259
140,20.41221161,5.28949533,5.20661423,4.81355494,4.38901535,3.62360336,3.45695905,3.36382784,3.21876725,2.79737549,2.43343976,2.09450551,2.02002270,1.17040785,0.96256185,0.71762701,0.48158652,0.32256802,0.17401616,0.00076949,-0.08223848,-0.26138464,-0.66347437,-0.80701757,-1.16361539,-1.49060856,-1.87601711,-2.40946531,-2.64599024,-2.91602436,-3.25747298,-3.34994786,-3.50831187,-3.75502375,-4.00917121,-4.23675175,-4.28003071,-4.58676149,-4.78996148,-5.19959803,-5.32056876,-6.33949343
141,20.45976591,5.26410534,5.20587119,4.79835480,4.45050712,3.62278871,3.53646333,3.33870883,3.09475691,2.80271514,2.52606627,2.09468427,2.02932329,1.05967545,0.86277795,0.72935050,0.47760606,0.32721046,0.13490920,-0.01426130,-0.09556018,-0.24826990,-0.62691736,-0.70176260,-1.15346460,-1.52792839,-1.81512204,-2.45559544,-2.59855539,-2.91523220,-3.23753707,-3.28715874,-3.48575472,-3.73658981,-4.01992436,-4.25215817,-4.45893082,-4.57807173,-4.68740043,-5.19866721,-5.34077109,-6.38000718
142,20.41250934,5.28891169,5.21770802,4.75695129,4.40943930,3.50632039,3.50209873,3.34493353,3.16045741,2.83187980,2.57935272,2.20545288,1.97722763,1.23454630,0.93847990,0.80124757,0.45826800,0.25646992,0.11424883,-0.03310515,-0.12396177,-0.33477773,-0.65848271,-0.71603285,-1.07767366,-1.58092422,-1.84232023,-2.42600393,-2.64689681,-2.87051783,-3.27309494,-3.36603244,-3.56627590,-3.75220647,-3.97509632,-4.18824875,-4.37718822,-4.60593099,-4.77209363,-5.17650474,-5.32165761,-6.31147637
143,20.46254576,5.28721724,5.19950366,4.67219261,4.39588513,3.62543737,3.50530452,3.35385878,3.17825612,2.81115260,2.57102704,2.03926349,1.98871358,1.23928519,0.99442340,0.70847834,0.47085719,0.31582954,0.13321609,-0.01892774,-0.12878313,-0.26280995,-0.66105706,-0.78659076,-0.96181889,-1.58814512,-1.84289810,-2.41078905,-2.63455745,-2.90807260,-3.33444088,-3.35308461,-3.51026205,-3.75808632,-3.91608649,-4.21098272,-4.41800536,-4.58168862,-4.79408181,-5.14251094,-5.32702932,-6.40173867
144,20.50975055,5.26523614,5.20110558,4.65433333,4.43561729,3.62891759,3.57161741,3.33811613,3.06214587,2.84035643,2.64794698,2.05087724,1.98738490,1.19240405,0.85349477,0.71794171,0.46631510,0.32072469,0.10521498,-0.03284579,-0.18190565,-0.24845522,-0.62668744,-0.69637623,-0.95030098,-1.60384821,-1.78290626,-2.46027921,-2.58980984,-2.90801857,-3.25505834,-3.35118230,-3.49917156,-3.73106736,-3.90244669,-4.31916535,-4.49824310,-4.58338894,-4.69617481,-5.14250641,-5.34606380,-6.44359869
145,20.46890053,5.46942930,5.16517858,4.58541845,4.41073270,3.69731321,3.41493761,3.38314816,3.27848374,2.72461553,2.28754690,2.16627541,1.93285502,1.07957752,0.83783103,0.59545464,0.51321197,0.35786327,0.33385863,-0.00927615,-0.03038521,-0.10953739,-0.68050007,-0.73868064,-1.18067825,-1.55527287,-1.85918336,-2.17813027,-2.52690859,-3.16985486,-3.24887411,-3.34587375,-3.52281609,-3.56599370,-4.03892677,-4.10165019,-4.54043696,-4.62203898,-4.80277243,-5.11178487,-5.26047478,-6.50258188
146,20.41579534,5.46991991,5.16511397,4.71747644,4.36879406,3.80459572,3.38521156,3.31203039,3.28793677,2.73515865,2.26305092,2.16627762,1.87534812,1.21243294,0.82548379,0.60658419,0.45177600,0.43937006,0.27283129,0.02035123,-0.04084581,-0.08161910,-0.67354701,-0.84700957,-1.35053948,-1.55268600,-1.86258429,-2.14212385,-2.56238438,-3.14271184,-3.24992601,-3.25856408,-3.49836198,-3.62132401,-4.07669735,-4.10098984,-4.51612756,-4.54112599,-4.87196185,-5.10448757,-5.30239865,-6.39752276
147,20.46866061,5.46636471,5.16557072,4.56021615,4.38901714,3.79845633,3.45852542,3.31620468,3.23389715,2.71995881,2.39372930,2.01671623,1.87614027,1.21009352,0.97786528,0.53388648,0.47033394,0.41025844,0.32833805,0.01736305,-0.03789905,-0.11581843,-0.68100229,-0.82774481,-1.23133954,-1.62174411,-1.76147161,-2.16167485,-2.55285799,-3.18418476,-3.25630684,-3.28460405,-3.51936829,-3.61371356,-3.91320023,-4.19666791,-4.53970622,-4.62319782,-4.85640843,-5.10465748,-5.25373713,-6.47429086
148,20.52147819,5.46539298,5.16564768,4.43007712,4.42122601,3.69656075,3.47429827,3.40073883,3.21803125,2.71235431,2.41481570,2.01582699,1.93729419,1.06821499,0.99966126,0.53555749,0.53386642,0.37238134,0.30088257,-0.00866952,-0.03129827,-0.14243138,-0.66074415,-0.68969654,-1.09196911,-1.62194425,-1.76062174,-2.19237503,-2.51244090,-3.18991182,-3.24626739,-3.40548877,-3.53180030,-3.56212410,-3.88450944,-4.19690184,-4.53949963,-4.75271865,-4.77051649,-5.11207415,-5.21458761,-6.56571526
149,20.42148542,5.46960262,5.09896813,4.67587663,4.40436365,3.76869222,3.39153450,3.32667710,3.27979071,2.85554260,2.28749414,2.21850560,1.85773471,1.21098112,0.82245489,0.59552058,0.38016150,0.34345235,0.27956340,0.00299738,-0.05410672,-0.10937893,-0.67561986,-0.87608245,-1.23018583,-1.55200335,-1.85921607,-2.08486413,-2.53056323,-3.11259273,-3.26854101,-3.28461693,-3.44695604,-3.58006020,-4.04226313,-4.09491791,-4.55734058,-4.67185762,-4.88094341,-5.09258879,-5.26054186,-6.42615847
150,20.36813727,5.47006841,5.09893660,4.78225304,4.36089932,3.90269329,3.38454646,3.28850508,3.22353189,2.86327299,2.26043248,2.22030366,1.81532387,1.35360835,0.80008009,0.60658419,0.44300395,0.38015741,0.09562325,0.03692695,-0.05795959,-0.07561159,-0.67028423,-0.99837929,-1.36783185,-1.54889737,-1.86259189,-2.06560557,-2.56628307,-3.04498511,-3.23154299,-3.29210979,-3.38551664,-3.64167049,-4.07780408,-4.09265445,-4.44445084,-4.69054952,-4.92946012,-5.08357290,-5.30302895,-6.32409822
151,20.42124250,5.46638538,5.09939194,4.62323647,4.38169748,3.90159318,3.45851590,3.23399846,3.22931640,2.85071807,2.38804965,2.07800660,1.81614864,1.34377935,0.97017862,0.53389920,0.41540080,0.38259409,0.14905019,0.03405169,-0.05792559,-0.10818040,-0.67882480,-0.95125353,-1.27286225,-1.61997649,-1.76147259,-2.07475606,-2.55687237,-3.14861741,-3.25358509,-3.29001903,-3.38958396,-3.63269684,-3.91326761,-4.19222715,-4.51803622,-4.69003847,-4.91587528,-5.08439884,-5.25390186,-6.41288278
152,20.47429928,5.46542182,5.09943309,4.51536649,4.42416175,3.76828258,3.46994732,3.32673103,3.21803717,2.84576624,2.41341050,2.07765397,1.86127977,1.18937697,0.99603663,0.53387911,0.38272751,0.31217561,0.29675481,0.00294513,-0.05308314,-0.14222164,-0.68609932,-0.75289238,-1.18144530,-1.62025532,-1.76062258,-2.09090505,-2.51627075,-3.17249770,-3.28218718,-3.32193197,-3.44893942,-3.57561790,-3.88493305,-4.19226401,-4.65750330,-4.66683882,-4.85623513,-5.09629161,-5.21465547,-6.49999575
153,20.36830875,5.46910467,5.19421504,4.77898880,4.45917840,3.58232634,3.39088435,3.27394658,3.22469634,2.79336909,2.31525129,2.17132778,2.11540240,0.90230058,0.85991432,0.80005811,0.59265714,0.36536862,0.27022042,-0.05558786,-0.06820835,-0.19849022,-0.69912574,-0.97203268,-1.12765027,-1.54903321,-1.86022766,-2.29376461,-2.55049548,-3.04781971,-3.21186107,-3.23351566,-3.52714774,-3.71176240,-4.05544274,-4.09577414,-4.45397094,-4.52788654,-4.92629230,-5.15555871,-5.27865327,-6.32721772
154,20.42141174,5.46532861,5.19527568,4.61958175,4.47607543,3.57968944,3.46797834,3.23009679,3.22246565,2.77005557,2.41185783,2.14815818,2.03490748,0.99737362,0.88214799,0.84873057,0.53389524,0.37446181,0.23659792,-0.05426253,-0.09638333,-0.19980534,-0.70735679,-0.94510127,-0.98504525,-1.62080365,-1.76081071,-2.30505656,-2.53840666,-3.14950690,-3.20865657,-3.25674466,-3.52495340,-3.71312093,-3.88972580,-4.19987156,-4.52304753,-4.52354285,-4.91385523,-5.15673628,-5.22755505,-6.41574079
155,20.32355235,5.49396041,5.13963439,4.77490510,4.38368532,3.59511824,3.35478732,3.31376443,3.15616272,2.90871076,2.50051181,2.18438601,2.10588841,1.18614035,0.96293550,0.59362859,0.47730145,0.38069003,0.10556336,0.00008765,-0.11690739,-0.32500122,-0.62794776,-0.94308721,-1.15073258,-1.38133184,-1.94391268,-2.36491427,-2.70928474,-2.91927490,-3.22721454,-3.33913112,-3.55965852,-3.72023732,-4.00494749,-4.07405645,-4.29905067,-4.68158346,-4.93093632,-5.15316575,-5.18453467,-6.28450331
156,20.32075269,5.49210574,5.14402849,4.80390499,4.34382417,3.60607511,3.46636258,3.30718685,3.20634805,2.91290273,2.26080095,2.19943131,2.12486802,1.18938997,0.92367671,0.57558083,0.51467487,0.37523976,0.17929893,0.03207243,-0.02297450,-0.32611078,-0.63065146,-1.05274508,-1.17449068,-1.35449714,-2.02605205,-2.37479236,-2.78597801,-2.92884657,-3.02728338,-3.33785795,-3.62722359,-3.69616797,-4.03673162,-4.11946589,-4.22656651,-4.67920775,-4.90172547,-5.13655301,-5.24081326,-6.27179015
157,20.31589943,5.37072981,5.17108630,4.92763847,4.37630959,3.51028524,3.35599059,3.31546312,3.19840265,2.85935852,2.39644761,2.23212195,2.14317394,1.16381631,0.91894053,0.78392552,0.46369128,0.39610100,0.17718700,-0.00318237,-0.06469757,-0.33575505,-0.64060961,-0.94619299,-1.27954054,-1.42946213,-1.88268130,-2.36685248,-2.72086517,-2.90965169,-3.15955546,-3.33518487,-3.62860651,-3.73410505,-4.06375117,-4.12719672,-4.21468552,-4.68096824,-4.82154731,-5.23756051,-5.28064606,-6.21327055
158,20.36670271,5.36833915,5.17213022,4.77560034,4.39489285,3.51051182,3.38707472,3.32688569,3.16083579,2.86132058,2.52275683,2.20755287,2.09536383,1.20890977,0.96634711,0.79089483,0.45717418,0.38961552,0.13205401,-0.01367607,-0.12271129,-0.33523523,-0.63546119,-0.86455432,-1.14378444,-1.51996573,-1.84329940,-2.36494150,-2.70872795,-2.89122643,-3.30502114,-3.33385736,-3.61644624,-3.73847210,-3.97338663,-4.14138132,-4.29915819,-4.68119043,-4.81385598,-5.18041765,-5.28267747,-6.28551474
159,20.36405512,5.36761903,5.17750148,4.80400455,4.34912387,3.52326271,3.46455291,3.35105145,3.20965192,2.86071547,2.25677355,2.23496955,2.13504599,1.17426682,0.97493121,0.79257507,0.49227995,0.39306726,0.22175020,0.04310830,-0.05710076,-0.33847182,-0.64228808,-1.00064962,-1.17487084,-1.48451894,-1.92756523,-2.37441361,-2.77303394,-2.91155729,-3.13695601,-3.34614666,-3.65870925,-3.73042806,-4.02902837,-4.11613475,-4.24113354,-4.67750868,-4.78734099,-5.23719734,-5.27272779,-6.27252483
160,20.41700086,5.36815303,5.17825366,4.65617696,4.35941854,3.52724488,3.46884525,3.35438908,3.18258392,2.85938642,2.36986789,2.22636862,2.06969398,1.16412049,1.09733114,0.79234130,0.47820401,0.38744166,0.16025909,0.03546170,-0.08056729,-0.33813475,-0.64241551,-0.89877766,-1.06157184,-1.56968666,-1.87985450,-2.37171686,-2.75702075,-2.88651184,-3.26988962,-3.34993156,-3.65578589,-3.72718996,-3.88121422,-4.11627163,-4.38554004,-4.67859567,-4.78340225,-5.18331863,-5.27506684,-6.36007849
161,20.46723272,5.36856582,5.16200795,4.54460186,4.36423884,3.64500757,3.47267155,3.36517461,3.19781464,2.83653066,2.37124824,2.09924894,2.03024528,1.16058416,1.14564506,0.69595314,0.48043522,0.46141713,0.17941388,0.03314411,-0.08504837,-0.26725449,-0.64102733,-0.85254172,-1.00728085,-1.57472490,-1.87975688,-2.35805877,-2.73311405,-2.92339055,-3.31872966,-3.36661297,-3.60379843,-3.72109101,-3.86564079,-4.09187024,-4.50857478,-4.67643441,-4.73356528,-5.15631859,-5.26908252,-6.44726479
162,20.41705321,5.36873651,5.15632582,4.68603541,4.38034309,3.63488910,3.39376512,3.32837177,3.17824235,2.84053694,2.52036172,2.10964478,2.02436969,1.20331321,1.02796619,0.71002110,0.47926136,0.44189683,0.13582029,-0.01331559,-0.12974021,-0.25993557,-0.63551473,-0.90986373,-1.02515430,-1.52473530,-1.84188521,-2.34769326,-2.68636081,-2.93486181,-3.32107165,-3.36982790,-3.57081748,-3.73629452,-3.91979846,-4.14805129,-4.37883254,-4.67632289,-4.79469246,-5.14992918,-5.28108774,-6.38116787
163,20.41455093,5.36800558,5.16725718,4.68913771,4.35144272,3.64309734,3.46911791,3.36493955,3.21918097,2.83701431,2.24614921,2.19117654,2.03033177,1.19152768,1.01178867,0.70052827,0.49211438,0.45535710,0.24345432,0.03894711,-0.06213406,-0.26266863,-0.64132054,-0.98269119,-1.08790898,-1.49601411,-1.92671783,-2.36378305,-2.75289724,-2.93848239,-3.24136883,-3.33818004,-3.60507864,-3.71764920,-4.02351054,-4.07531255,-4.34073417,-4.67894782,-4.74048350,-5.20830218,-5.26594329,-6.37499047
164,20.36650511,5.37107941,5.16198059,4.82800185,4.36628702,3.63428833,3.36760935,3.31576439,3.21205140,2.83684254,2.39943607,2.18065702,2.02582592,1.16183101,0.97441721,0.72001312,0.48703507,0.43659529,0.18148633,-0.00228935,-0.07056846,-0.25728030,-0.64027295,-0.99290146,-1.16158213,-1.43927909,-1.88278885,-2.35243270,-2.70259532,-2.94310662,-3.24938555,-3.32524231,-3.57702221,-3.73206199,-4.01948772,-4.12129293,-4.27477778,-4.67690895,-4.80125802,-5.20158808,-5.28054916,-6.32303510
165,20.46470431,5.34708234,5.16793229,4.64941154,4.41897101,3.63256229,3.44299875,3.32852786,3.06059261,2.85729475,2.63907961,2.10667304,2.04505459,1.15239146,0.90086055,0.72610184,0.47919087,0.42336908,0.11357003,-0.01358258,-0.18573959,-0.25251573,-0.66551772,-0.85190101,-0.95008668,-1.54302694,-1.76658485,-2.40528536,-2.62049619,-2.93046287,-3.28786521,-3.37214603,-3.54600576,-3.69391887,-3.89839788,-4.22609393,-4.51540545,-4.67863961,-4.68017898,-5.15000884,-5.29752973,-6.42497899
166,20.41451244,5.34724190,5.17061574,4.80213878,4.41794176,3.63119968,3.40114277,3.32604266,3.09602703,2.84032449,2.51185536,2.18967733,2.04297750,1.02551182,0.91122063,0.73536575,0.48778642,0.41981435,0.14746042,-0.00377082,-0.08821882,-0.25215112,-0.66965078,-0.85529018,-1.14954840,-1.47358721,-1.81225355,-2.40797253,-2.63027082,-2.94118475,-3.24726039,-3.29464401,-3.54308047,-3.69314406,-4.02697272,-4.12907947,-4.47228520,-4.67431457,-4.68976501,-5.20152535,-5.29762461,-6.36526204
167,20.26701524,5.35595610,5.26730543,5.03021264,4.41034587,3.58790115,3.43934953,3.12594133,3.05804115,2.95017676,2.60563252,2.17872661,2.13976574,1.10084379,0.98127046,0.53423626,0.25326501,0.21142339,0.13829249,0.00663188,-0.12504709,-0.27110483,-0.64797773,-0.85461884,-1.21057449,-1.33097240,-1.93437789,-2.41962697,-2.76444365,-2.83612606,-3.01964802,-3.46441590,-3.47862532,-3.57382467,-4.00608783,-4.13587600,-4.29933148,-4.47257877,-5.13486315,-5.25307666,-5.26236793,-6.14676762
168,20.36335321,5.35086411,5.27204542,4.78380645,4.36794953,3.59802728,3.53441005,3.27231575,3.13707701,2.97962713,2.35974613,2.15482574,2.12383693,1.28606193,0.92367386,0.56905087,0.30540447,0.21208690,0.15633795,0.02341814,0.00936698,-0.27136885,-0.73957910,-0.85727876,-1.18155188,-1.32667239,-2.00190010,-2.39260496,-2.77359902,-2.88469819,-2.98107001,-3.46581710,-3.52679606,-3.60162608,-4.08157815,-4.15801181,-4.31543996,-4.47264013,-4.98568861,-5.23940374,-5.26960561,-6.25635533
169,20.41655240,5.35055950,5.27811985,4.61946176,4.37017506,3.59441822,3.59175809,3.17983740,3.14632940,2.97097343,2.51086114,2.15582113,2.06164465,1.24486543,1.07666838,0.61047865,0.23882409,0.22372653,0.14303057,0.02521367,-0.07388050,-0.27179387,-0.72685979,-0.85732754,-0.98693122,-1.40415521,-1.98127270,-2.39608452,-2.77339925,-2.83289565,-3.09893998,-3.46610397,-3.52577643,-3.60575716,-3.91614846,-4.18677468,-4.44705839,-4.47061124,-4.95860524,-5.23320432,-5.24350843,-6.35223081
170,20.31603268,5.35332295,5.27281221,4.85482038,4.42631940,3.58736894,3.46421126,3.14072403,3.03214925,2.91362692,2.81176823,2.14263068,2.11838019,1.10888984,1.08262454,0.57372624,0.22215914,0.21897869,0.12742079,0.00981953,-0.26624099,-0.28634680,-0.61378320,-0.85473257,-1.15364766,-1.30437126,-1.92570488,-2.42064981,-2.75486968,-2.80204192,-3.18523407,-3.46447638,-3.47467189,-3.57528993,-4.00349144,-4.07358043,-4.36954936,-4.47081607,-5.09521389,-5.19485260,-5.27269254,-6.21552849
171,20.37672801,5.51225921,5.41361023,4.55874041,4.35532794,3.76423248,3.43176739,3.18481087,2.99011617,2.89988281,2.69155689,2.15545486,1.91405271,1.07318992,0.93692446,0.61686593,0.45318441,0.33952232,0.05350036,-0.03046132,-0.12780645,-0.16780532,-0.59990847,-0.68148409,-1.39355298,-1.45907952,-2.08391231,-2.25868173,-2.55086065,-3.14560439,-3.27770077,-3.28842932,-3.52067419,-3.55079612,-3.90450616,-4.07726654,-4.45990441,-4.64904226,-4.83019585,-5.04443083,-5.25622287,-6.36340084
172,20.42413562,5.52887562,5.41680473,4.46748435,4.36008717,3.75656085,3.63354859,3.17020065,2.99324256,2.89087647,2.69592091,2.06681675,1.90070722,0.97870981,0.92995965,0.52505193,0.45093987,0.34172004,0.05485817,-0.02911701,-0.10947049,-0.16843534,-0.41419915,-0.69251102,-1.34460025,-1.53690276,-2.08170787,-2.26968220,-2.54621605,-3.12443724,-3.24734184,-3.31222167,-3.50548273,-3.60641543,-3.93722514,-4.13562479,-4.34761154,-4.64911533,-4.82940001,-5.09457844,-5.25923387,-6.34497077
173,20.37615874,5.52808454,5.33636592,4.64415075,4.42743373,3.71542814,3.58760595,3.26800228,3.23846886,2.77541849,2.42998929,2.08683212,1.95668105,0.93562350,0.86073284,0.46477074,0.37760546,0.24997125,0.18149326,0.01190061,-0.03202311,-0.14500281,-0.63067934,-0.73546866,-1.32180166,-1.47518060,-1.82678889,-2.27310077,-2.74494300,-3.13508969,-3.17202634,-3.30922609,-3.34200498,-3.62519776,-4.03362232,-4.09191416,-4.46326876,-4.65150514,-4.78238284,-5.09829561,-5.26359400,-6.29960103
174,20.47885717,5.52359586,5.33591974,4.47114891,4.31272258,3.74375529,3.71068355,3.26621667,3.23851649,2.79641180,2.41881677,2.07381321,1.78993803,0.96625471,0.85414508,0.57844100,0.39598061,0.27080058,0.18051287,0.03380682,-0.02743056,-0.15669682,-0.51549639,-0.69655848,-1.25865778,-1.52852410,-1.81216448,-2.26199004,-2.77980506,-3.14994083,-3.22380921,-3.30398679,-3.36213583,-3.53733596,-3.97558223,-4.08567977,-4.54664543,-4.64936398,-4.76444351,-5.09291371,-5.22602321,-6.48515360
175,20.32544787,5.52804959,5.38815316,4.67797743,4.46585538,3.65932548,3.58669325,3.26938568,3.16958634,2.76654533,2.54012312,2.14750710,1.95225615,0.98186767,0.83180225,0.38910510,0.28186453,0.24353263,0.16332267,0.03745659,-0.02762870,-0.15778332,-0.67582765,-0.76711255,-1.36106991,-1.46133010,-1.76792436,-2.27377612,-2.70486230,-3.03749633,-3.18845572,-3.33049255,-3.36708292,-3.61913682,-4.06466283,-4.14700299,-4.37935894,-4.64077159,-4.83349921,-5.11041279,-5.27223963,-6.21792996
176,20.42853606,5.52416276,5.38213271,4.46840817,4.39713272,3.74389442,3.65305178,3.26735848,3.16865288,2.79300243,2.53067557,2.12859074,1.79196611,1.00550072,0.81790505,0.57221276,0.33224178,0.21869136,0.15343421,0.03591907,-0.01924982,-0.15254596,-0.64924788,-0.69514099,-1.29356394,-1.51477621,-1.74881165,-2.25956978,-2.75786355,-3.05424793,-3.22959171,-3.32476618,-3.39048360,-3.53564285,-3.99164149,-4.14759140,-4.45829068,-4.64090892,-4.78099270,-5.10389330,-5.23658387,-6.42806537
177,20.37573630,5.52487302,5.38249240,4.57468546,4.45717265,3.67322911,3.64838411,3.30658326,3.16724199,2.76365270,2.51840192,2.16290330,1.85140715,0.93897564,0.81896746,0.49306648,0.25832906,0.24265145,0.11174858,0.07587678,-0.01082718,-0.13825688,-0.68671692,-0.70378864,-1.32269783,-1.46254591,-1.75416350,-2.27602734,-2.66834751,-3.03824297,-3.22865537,-3.30330304,-3.42528836,-3.59273667,-4.04640502,-4.18555214,-4.38898824,-4.64094760,-4.77503874,-5.10083184,-5.28469610,-6.31232099
178,20.32364303,5.51246568,5.41920463,4.56083939,4.50794858,3.69126858,3.43886647,3.21446522,2.97944680,2.88333213,2.69656353,2.16803045,1.96650068,1.03775382,0.95644418,0.59517235,0.36031657,0.33753888,0.05457843,-0.05245711,-0.11368018,-0.16495604,-0.64303231,-0.71904117,-1.37538670,-1.43019070,-2.10969075,-2.28110126,-2.49766419,-3.14604848,-3.22688821,-3.29241859,-3.54244813,-3.59721257,-3.91423549,-4.12518375,-4.39161445,-4.64280289,-4.86782230,-5.03374397,-5.28886464,-6.24789552
179,20.42644226,5.52548698,5.33631144,4.56545016,4.34618063,3.71304369,3.65394204,3.25526154,3.24002193,2.81531223,2.43627557,2.07127605,1.89124742,1.04657062,0.86076762,0.53437976,0.37064373,0.28868926,0.19515440,-0.00196779,-0.06732055,-0.19529977,-0.58465879,-0.74403167,-1.28645176,-1.51388822,-1.82358668,-2.25855566,-2.80950472,-3.14206758,-3.16959588,-3.30794872,-3.35532502,-3.58298640,-3.97328370,-4.11777740,-4.49750434,-4.64479325,-4.78100988,-5.11693259,-5.21815366,-6.37981332
180,20.47460840,5.46793459,5.14628637,4.49435631,4.42185650,3.67040775,3.51533613,3.34409670,3.08799128,2.88148954,2.46877975,2.10936006,2.05032234,1.03963173,0.95259884,0.60382923,0.48767472,0.44368578,0.10203690,0.02465024,-0.08987066,-0.25295013,-0.66439436,-0.79808550,-0.99078518,-1.46119478,-1.89103407,-2.41105906,-2.66062837,-2.94731559,-3.20262971,-3.29880012,-3.53574606,-3.67409945,-3.92168597,-4.09092146,-4.61324676,-4.67183678,-4.77471902,-5.16457120,-5.16779793,-6.50356100
181,20.42419266,5.46850032,5.16107325,4.60095958,4.41905597,3.59166977,3.51710244,3.29761722,3.07664495,2.90174203,2.47019232,2.22993442,2.08575093,1.05831833,0.91763575,0.65227422,0.48797290,0.36893399,0.12065267,0.03363645,-0.08571679,-0.32597343,-0.66591759,-0.95511474,-0.96224882,-1.46096258,-1.88988574,-2.42201771,-2.68445881,-2.90994839,-3.14894670,-3.30248669,-3.54590533,-3.70128907,-3.93990657,-4.12471942,-4.46646697,-4.66631247,-4.83402320,-5.16511218,-5.20017833,-6.42626863
182,20.37155651,5.49251514,5.13462567,4.68631133,4.35364052,3.68327623,3.46943754,3.34962375,3.22045626,2.89056232,2.23403749,2.18907341,2.01099693,1.20506968,0.87595473,0.60573659,0.50793037,0.45351148,0.16265221,0.01270004,-0.03080583,-0.25609850,-0.62985436,-1.00802486,-1.10561229,-1.36069802,-2.02388585,-2.36365978,-2.77250479,-2.97545515,-3.08100360,-3.33204181,-3.57797706,-3.71069820,-4.02501874,-4.07332198,-4.32354287,-4.68115228,-4.85706623,-5.12960266,-5.21731928,-6.37432408
183,20.32058235,5.46926082,5.14716642,4.88435775,4.44026757,3.58889431,3.38118910,3.29676283,3.08887895,2.90182629,2.50350806,2.23924015,2.14302037,0.99699636,0.86969753,0.55673906,0.49571935,0.37257961,0.11626322,0.01199436,-0.07935096,-0.32574418,-0.67099330,-0.92985447,-1.22332696,-1.36939285,-1.88616616,-2.41954605,-2.64174261,-2.92938138,-3.08081473,-3.29620422,-3.53048313,-3.69279103,-4.09671605,-4.11438226,-4.30437504,-4.67040646,-4.87096710,-5.18711381,-5.24174768,-6.26344398
184,20.37139484,5.46912197,5.13569995,4.80013430,4.42176803,3.66836922,3.38461704,3.33769756,3.10060761,2.88140311,2.49965013,2.19428726,2.03374922,0.96461418,0.87781327,0.61194898,0.49987698,0.42430810,0.06874899,0.01178659,-0.08134515,-0.25382959,-0.66496892,-0.92515778,-1.13903781,-1.36866215,-1.88597073,-2.40797615,-2.62399385,-2.98315230,-3.12812457,-3.29203689,-3.51214723,-3.67766920,-4.04120667,-4.10554867,-4.40684563,-4.67606737,-4.82403935,-5.16494557,-5.23014677,-6.36472497
185,20.37413967,5.49205670,5.14651033,4.65660102,4.35180879,3.60281753,3.46879004,3.31539835,3.17824232,2.90998602,2.34611384,2.20413542,2.07396684,1.15792056,1.04799340,0.62601338,0.48888573,0.37683307,0.13675959,0.02297377,-0.05177530,-0.32567488,-0.63078591,-0.95665257,-1.07924885,-1.42501673,-1.98748913,-2.37220751,-2.76891847,-2.91553363,-3.15606605,-3.33685010,-3.62676093,-3.70167202,-3.92784749,-4.07232458,-4.38405806,-4.68008875,-4.88976913,-5.13759244,-5.19211170,-6.35950216
